Organization/Person Name,Description,Organization/Person Name URL,Industry-Specific VC Binary
Edenred Capital Partners,"Edenred Capital Partners is the Venture Capital investment arm of Edenred Group, global leader in payment solutions for the working world.",https://www.crunchbase.com/organization/edenred-capital,1
COIND,"COIND is an American investment firm, mainly focuses on Metaverse, NFT, Web3, and Layer1 blockchain technology.",https://www.crunchbase.com/organization/coind,1
Brandtech Ventures,"Brandtech Ventures is the venture investment arm of The Brandtech Group (formerly You & Mr Jones), a marketing technology group.",https://www.crunchbase.com/organization/you-mr-jones-brandtech-ventures,0
QBN Capital,"QBN Capital is a venture capital firm, focus on Fintech and Deeptech in Europe that have the ambition.",https://www.crunchbase.com/organization/qbn-capital,0
First circle capital,First circle capital is a venture capital investment firm.,https://www.crunchbase.com/organization/first-circle-capital,0
Viola FinTech,Viola FinTech is a cross-stage venture fund that invests in global fintech companies alongside venture investors.,https://www.crunchbase.com/organization/viola-fintech,1
Sawari Ventures,"Sawari Ventures provides entrepreneurs in the Middle East and North Africa with foreign investments and is based in Cairo, Egypt.",https://www.crunchbase.com/organization/sawari-ventures,0
Upward,A launchpad designed to fast-track startups focused on decarbonizing the real estate industry,https://www.crunchbase.com/organization/upward-ac59,1
CMCC Global,CMCC Global is a venture capital funds focused solely on blockchain investments.,https://www.crunchbase.com/organization/cmcc-global,1
SeedIL Ventures,SeedIL Ventures invests in seed stage Israeli start-ups.,https://www.crunchbase.com/organization/seedil-investment-club,0
Edition Capital,Edition Capital primarily invests in businesses participating in the leisure and entertainment sectors.,https://www.crunchbase.com/organization/edition-capital,1
Columbia Lake Partners,Columbia Lake Partners Provides Venture Capital And Private Equity Principals.,https://www.crunchbase.com/organization/columbia-lake-partners,0
Draper Cygnus,Draper Cygnus invests and partners with those who rebuild society through innovative technologies and empathy.,https://www.crunchbase.com/organization/draper-cygnus,1
Purple,Venture capital arm of Laurent Ritter (co-founder of Voodoo).,https://www.crunchbase.com/organization/purple-8123,0
Sterling Road,Sterling Road is a venture capital firm that invests in pre-seed stage B2B startups.,https://www.crunchbase.com/organization/sterling-road,0
Wealth Club,"A service for UK high net worth & sophisticated investors, founded by former Hargreaves Lansdown directors and senior employees.",https://www.crunchbase.com/organization/wealth-club,0
Vestel Ventures,Vestel Ventures is the corporate investment company of Vestel Group of Companies.,https://www.crunchbase.com/organization/vestel-ventures,0
Fidelity International Strategic Ventures,Fidelity International Strategic Ventures invests in fintech businesses and technologies.,https://www.crunchbase.com/organization/fidelity-international-strategic-ventures,1
NewAlpha Asset Management VC,NewAlpha is a leading European investor providing venture capital solutions to emerging Fintech and Insurtech companies,https://www.crunchbase.com/organization/newalpha-asset-management,1
EMV Capital,"VC investor specialising in early stage high-growth deep tech companies in the life science, sustainability and industrials sectors",https://www.crunchbase.com/organization/ecomachines-ventures,1
Material V,Targeting disruptive ventures for a Material global impact.,https://www.crunchbase.com/organization/Material-V,1
ICU Ventures,ICU Venture is a venture capital firm that specializes in advisory and investment services.,https://www.crunchbase.com/organization/icu,0
UI Investments,UI Investments is a Boutique Investment House.,https://www.crunchbase.com/organization/ui-investments,0
Uncommon Denominator,"Uncommon Denominator is a venture capital firm that focuses on consumer, SaaS and frontier tech.",https://www.crunchbase.com/organization/uncommon-denominator-vc,0
Ambridge Capital,Backing category-defining companies,https://www.crunchbase.com/organization/ambridge-capital,0
Coinvestor Ventures,Coinvestor Ventures provides advisory services related to crypto Investment.,https://www.crunchbase.com/organization/coinvestor-ventures,1
Huobi Capital,"Huobi Capital is the investment arm of Huobi Group, focusing exclusively on blockchain and crypto assets investment.",https://www.crunchbase.com/organization/huobi-bd34,1
ENSL Partners,ENSL Partners is an investment accelerator firm that invests in startup companies.,https://www.crunchbase.com/organization/ensl-partners,0
Irrus Investments,Irrus Investments will invite you to present and discuss the company details.,https://www.crunchbase.com/organization/irrus-investments,0
Libertus Capital,Libertus Capital invests in companies that enhance and protect individual freedom and privacy.,https://www.crunchbase.com/organization/libertus-capital,1
Iron Wolf Capital,Early stage VC fund based in Vilnius and London investing in teams with innovative ideas and global aspiration,https://www.crunchbase.com/organization/iron-wolf-capital,0
Collider,"Collider work alongside startups that are focused on building disruptive technologies, services & products, globally.",https://www.crunchbase.com/organization/collider-ventures,0
MMV Europe & Asia-Pacific,"MMV is a multi-stage, global venture capital firm investing in enterprise software, cybersecurity, financial technology, and digital health.",https://www.crunchbase.com/organization/massmutual-ventures-southeast-asia-mmv-sea,1
dRx Capital,Novartis Digital Health Venture Capital,https://www.crunchbase.com/organization/drx-capital,0
Arkitekt Ventures,"Arkitekt Ventures is an early stage venture capital firm, with a mission to improve and advance human health.",https://www.crunchbase.com/organization/arkitekt-ventures,1
Lazio Innova,Lazio Innova is a venture capital firm with its headquarters in Rome in Italy.,https://www.crunchbase.com/organization/lazio-innova,0
Oktogon Ventures,High Growth Tech Startups from CEE. Help CEE startups realize their fullest potential.,https://www.crunchbase.com/organization/oktogon-ventures,0
Roca X,ROCA X is an investment tool for disruptive businesses at the beginning of the road.,https://www.crunchbase.com/organization/roca-x,0
Automotive Ventures,A Seed-stage venture capital firm investing in automotive and mobility startups,https://www.crunchbase.com/organization/automotive-ventures-llc,1
Kronos Research,Kronos delivers superior trading performance and liquidity,https://www.crunchbase.com/organization/saas,0
Imagination Capital,Imagination Capital is an early stage investor targeting companies that are poised to capture an industry shift.,https://www.crunchbase.com/organization/imagination-capital,0
Super Capital VC,Super Capital VC company provides finance and support to high potential startups.,https://www.crunchbase.com/organization/super-capital-vc,0
Primal Capital,A global Web3 fund manager backing culture shifting ideas and innovations.,https://www.crunchbase.com/organization/primal-capital-48b8,1
Vala Capital,Vala Capital  is an entrepreneur-led investment advisory business that backs start-ups and early-stage companies.,https://www.crunchbase.com/organization/vala-capital,0
SnackFutures,SnackFutures designed to both invent new snack brands in-house and invest in other food startups.,https://www.crunchbase.com/organization/snackfutures,0
Velocity Partners,Velocity is an early stage VC Fund that focuses on tech companies in verticals where the Greek economy can provide global validation,https://www.crunchbase.com/organization/velocity-partners,0
Earthshot Ventures,We are a venture fund investing in entrepreneurs solving the toughest climate challenges.,https://www.crunchbase.com/organization/earthshot-ventures,1
Virescent Ventures,Virescent Ventures is a venture capital that invests in cleantech innovation companies.,https://www.crunchbase.com/organization/virescent-ventures,1
Builder Capital,Builder Capital is an Investment firm.,https://www.crunchbase.com/organization/builder-capital,0
Sussex Place Ventures,"Sussex Place Ventures is an early-stage venture capital investor, backing entrepreneurs building enterprise software.",https://www.crunchbase.com/organization/sussex-place-ventures,0
GWC Innovator Fund,The GWC Innovator Fund is a venture fund focused exclusively on investing in global innovators that are improving the world.,https://www.crunchbase.com/organization/gwc-innovator-fund,0
Oracles Investment Group,Oracles Investment Group provides one of a kind platform for Crypto Project teams to raise capital.,https://www.crunchbase.com/organization/oracles-investment-group,1
Breizh Up,Breizh Up is the Brittany Region's co-investment fund dedicated to new economic models.,https://www.crunchbase.com/organization/breizh-up,0
Digital Strategies,Digital Strategies is a cryptocurrency focused investment firm.,https://www.crunchbase.com/organization/digital-strategies-d0cf,1
NHN Investment,"NHN Investment is a specialized investment organization providing investments, loans, and management as well as technological guidance to",https://www.crunchbase.com/organization/nhn-investment,0
Aldea Ventures,Partnering with Europe's most ambitious MicroVCs to drive innovation through disruptive technologies,https://www.crunchbase.com/organization/aldea-ventures,0
AIN Ventures,Early Stage Venture Fund,https://www.crunchbase.com/organization/academy-investor-network,0
Sharp Alpha Advisors,"Venture capital firm specializing in sports, gaming, and entertainment",https://www.crunchbase.com/organization/sharp-alpha-advisors,1
Isomer Capital,Isomer's entrepreneurial approach accesses high-potential opportunities,https://www.crunchbase.com/organization/isomer-capital,0
Navigate Ventures,"Navigate Ventures offers investment thesis and strategy by offering ""A Extension Rounds"" for B2B enterprise SaaS companies.",https://www.crunchbase.com/organization/navigate-ventures-llc,0
SIS Ventures,SIS Ventures is part of the Social Investment Scotland group.,https://www.crunchbase.com/organization/sis-ventures,0
Callapina Capital,Callapina Capital invest capital in startups and leverage deep investor network.,https://www.crunchbase.com/organization/callapina-capital,0
Companion Fund,Companion Fund is an investment fund investing in the future of pet care.,https://www.crunchbase.com/organization/companion-fund,1
Data Tech Fund,An early-stage fund that invests in visionary founders who leverage proprietary data or AI,https://www.crunchbase.com/organization/data-tech-fund,0
Telefónica Innovation Ventures,Telefónica Innovation Ventures invests and builds strategic partners aligned with Telefónica's strategy.,https://www.crunchbase.com/organization/telefonica-innovation-ventures,0
AGO Partners,AGO invests in entrepreneurs building companies that create a better world,https://www.crunchbase.com/organization/aspiration-growth,0
Larsen Ventures,We are a lean venture firm focused on strategic outreach into early-stage technology companies with driven & passionate Founders,https://www.crunchbase.com/organization/larsen-ventures,0
Fatima Gobi Ventures,Fatima Gobi Ventures is a Venture Capital (VC) fund focused on Pakistani startups.,https://www.crunchbase.com/organization/fatima-gobi-ventures,0
Keiretsu Forum Turkey,"Keiretsu Forum is a private equity investment network of angel investors, venture capitalists, and corporate/institutional investors.",https://www.crunchbase.com/organization/keiretsu-forum-turkey,0
Sistema_VC,Sistema_VC is a venture capital firm that offers investments and specialized guidance for growth-stage internet companies.,https://www.crunchbase.com/organization/sistema-venture-capital,0
The Holt Xchange,"The Holt Xchange is a modern day brokers, accelerating deals for fintech startups between corporate clients and investors.",https://www.crunchbase.com/organization/holt-accelerator,0
MTI Ventures,"MTI Ventures is a venture capital firm that offers partnering, investment appraisal, due diligence, and fund management services.",https://www.crunchbase.com/organization/mti-ventures,0
Clean Growth Fund,"The Clean Growth Fund, London, invests in companies focussed on driving clean growth in the low carbon economy.",https://www.crunchbase.com/organization/clean-growth-fund,1
Portal Ventures,"Portal Ventures partners with crypto builders, protocols, and companies that will define the next generation of the economy.",https://www.crunchbase.com/organization/portal-ventures-a465,1
State Farm Ventures,State Farm Ventures is a venture capital firm that invests in startups developing technologies and products.,https://www.crunchbase.com/organization/state-farm-ventures,0
Taronga Ventures,Taronga Ventures is a leading technology and innovation investor focused on real asset sectors and the wider built environment.,https://www.crunchbase.com/organization/taronga-group,1
Tioga Capital Partners,Tioga Capital Partners is a European crypto venture capital firm.,https://www.crunchbase.com/organization/tioga-capital-partners,1
SID Venture Partners,"First Ukrainian high-technology venture capital firm established by IT experts for IT geeks, investing in early-stage tech companies",https://www.crunchbase.com/organization/sid-venture-partners,0
Hivemind Capital Partners,Hivemind Capital Partners is a blockchain-focused investment business.,https://www.crunchbase.com/organization/hivemind-capital-partners,1
Seafund,Seafund is an investment management fund that helps small businesses to build scalable businesses in getting to market.,https://www.crunchbase.com/organization/sea-fund,0
Sapphire Sport,Sapphire Sport is a investment vehicle in early-stage technology companies.,https://www.crunchbase.com/organization/sapphire-sport,0
Oui Capital,Oui Capital is an Early Stage Venture Capital for the African Continent.,https://www.crunchbase.com/organization/oui-capital,0
Wisdom Ventures,We support a new generation of entrepreneurs dedicated to consciously harnessing the power of business.,https://www.crunchbase.com/organization/wisdom-ventures,0
R42 Group,R42 Group actively invents and finances deep science ventures.,https://www.crunchbase.com/organization/r42-group,1
Global from Day One,Global from Day One is a investment management company.,https://www.crunchbase.com/organization/global-from-day-one-gd1,0
MetaWeb Ventures,MetaWeb Ventures is a global crypto venture capital investment firm.,https://www.crunchbase.com/organization/metaweb-ventures,1
SuperSeed Ventures,SuperSeed invests in seed stage B2B SaaS/AI companies and help them reach their first £1m in revenue,https://www.crunchbase.com/organization/superseed,0
C5 Capital,"C5 is a specialist technology investment firm that invests in cybersecurity, cloud infrastructure, data analytics, energy and space.",https://www.crunchbase.com/organization/c5-capital,1
Contrarian Thinking Capital,"Contrarian Thinking is an online education platform that provides e-learning courses in finance, banking, and business acquisitions.",https://www.crunchbase.com/organization/contrarian-thinking,1
IBM Ventures,"IBM Ventures is IBM’s venture capital fund. We invest in enterprise software startups across AI, data, cybersecurity and quantum computinng.",https://www.crunchbase.com/organization/ibm-ventures,0
Fine Structure Venture,Fine Structure Venture is an investment firm.,https://www.crunchbase.com/organization/fine-structure-venture,0
Crush Ventures,Crush Ventures invests in early-stage companies at media and commerce intersections.,https://www.crunchbase.com/organization/crush-ventures,1
Republic Crypto,Republic Crypto offers a compliant and inclusive blockchain financing and investment platform for investors seeking high growth potential.,https://www.crunchbase.com/organization/republic-crypto,1
Skynet Trading,Skynet Trading is a digital assets trading and investment firm in the crypto capital market.,https://www.crunchbase.com/organization/skynet-trading-ltd,1
DCG Expeditions,DCG Expeditions is a global early-stage investor in the top fintech and crypto founders building the next generation of financial services.,https://www.crunchbase.com/organization/dcg-expeditions,1
Research Corporation Technologies,Ogechison Ventures is a company that was founded by youths after leaving college to engage themselves in research as a form of giving back,https://www.crunchbase.com/organization/research-corporation-technologies,1
Maven Capital,"Maven Capital provides funding, supporting and advising ambitious cryptocurrency startups from seed to beyond.",https://www.crunchbase.com/organization/maven-capital,1
Triblock,Triblock is a web3 investment & advisory firm,https://www.crunchbase.com/organization/triblock,1
Lima Ventures,"Lima Ventures, is a Turkish joint-stock company to support & consult entrepreneurs and innovative businesses with pacemaker members.",https://www.crunchbase.com/organization/lima-ventures,0
Shearwater Capital,Shearwater Capital is a leading investment firm that specializes in Venture Capital and Private Equity.,https://www.crunchbase.com/organization/shearwater-capital,0
PDS Ventures,PDS Ventures is the venture arm of PDS Multinational.,https://www.crunchbase.com/organization/pds-ventures,0
Infocomm Investments,Infocomm Investments aims to enhance the technology depth and diversity of Singapore's tech building community.,https://www.crunchbase.com/organization/infocomm-investments,0
Perivoli Innovations,"Perivoli Innovations is a company that focuses on commercializing technologies in medical, life science, climate science, and digital.",https://www.crunchbase.com/organization/perivoli-innovations,1
Ridgeline,Ridgeline is a venture capital firm that directs its investments toward early-stage enterprise technology companies.,https://www.crunchbase.com/organization/ridgeline-partners,0
Edge VC,Passionate Investors in Creativity,https://www.crunchbase.com/organization/edge-investments,0
Yolo Investments,Yolo Investments is a venture capital focused on seed- and A-stage investment opportunities across gaming and fintech.,https://www.crunchbase.com/organization/yolo-investments,1
Hartmann Capital,"Hartmann Capital is a frontier-tech investment firm investing across AI, Spatial Computing, and Digital Assets.",https://www.crunchbase.com/organization/hartmann-capital,1
Eos,"Eos is focused on providing seed funding to ventures based upon strong and innovative science, technology and engineering.",https://www.crunchbase.com/organization/eos-advisory,0
Sony Music Entertainment,"Sony Music is a music corporation owned and operated by Sony Corporation of America, a subsidiary of Japanese conglomerate.",https://www.crunchbase.com/organization/sony-music-entertainment,0
Boundary Capital Partners LLP,"Boundary Capital Partners is a venture capital company focusing on early stage growth companies, primarily in the technology space.",https://www.crunchbase.com/organization/boundary-capital,0
Concrete Venture Capital,"Concrete VC is a proptech focused platform including Starwood Capital, JLL Spark, U+I Group, and more.",https://www.crunchbase.com/organization/concrete-venture-capital,0
Ride Home Fund,The investing arm of the Techmeme Ride Home podcast. Putting the power of the most connected tech audience anywhere behind startups.,https://www.crunchbase.com/organization/ride-home-fund,0
Twynam Agricultural Group,A world leader in sustainable agriculture.,https://www.crunchbase.com/organization/twynam-agricultural-group,1
Space.VC,Investing in world-class Space Tech founders and startups at pre-seed to Series A stage primarily.,https://www.crunchbase.com/organization/space-vc,0
Stella Capital,Stella Capital is an early to late-stage venture capital fund.,https://www.crunchbase.com/organization/stellacap,0
DataPower Ventures,"Invests in founders who are building at the cross-section of Applied AI or DeepTech software products in the Data, ML, and AI ecosystems.",https://www.crunchbase.com/organization/datapower-ventures,1
Meliorate Partners,"Meliorate Partners manages the Meliorate Fund, Salmon Innovation Fund, Blue Innovation Fund, and the EnVest organization.",https://www.crunchbase.com/organization/meliorate-partners,0
Xploration Capital,"Xploration backs ambitious founders building next-generation platforms, digital ecosystems and SaaS companies worldwide",https://www.crunchbase.com/organization/xploration-capital,0
MOHARA,"MOHARA is a global product, technology and venture development specialist who partners with startups and corporates. Pioneering together.",https://www.crunchbase.com/organization/mohara-ventures,0
Alberts Impact Ventures,Alberts Impact Ventures is an impact focused venture capital firm.,https://www.crunchbase.com/organization/alberts-impact-capital,0
Walking Ventures,Walking Ventures is a seed fund which invests in early-stage Internet and other technology startups based in Europe.,https://www.crunchbase.com/organization/lean-investments,0
280 Capital,"280 Capital serves as the Web3 investment arm of the Huang, Liu, and Chen Family Office.",https://www.crunchbase.com/organization/280-capital,0
Trend Investment Group,"Trend Investment Group focuses on seed-stage, early-stage, and later-stage healthcare and technology firms.",https://www.crunchbase.com/organization/trend-investment-group,1
North South Ventures,North South Ventures is a cross-border venture capital fund that invests in early stage med companies.,https://www.crunchbase.com/organization/north-south-ventures,0
Vodafone Ventures,"Vodafone Ventures firm specializes in investments in seed/start up, early stage, and mid stage in wireless and Internet sectors.",https://www.crunchbase.com/organization/vodafone-ventures,1
Merseyside Special Investment Fund,Merseyside Special Investment Fund is a Liverpool-based venture capital firm that invests in small- to medium-sized businesses.,https://www.crunchbase.com/organization/merseyside-special-investment-fund,0
Dtec Ventures,"VC unit of Dubai Silicon Oasis Authority, part of Dtec Ecosystem investing in early-stage technology businesses in the MENA region.",https://www.crunchbase.com/organization/dtec-ventures,0
Starwood Capital Group,Starwood Capital has invested $11.8 billion of equity since 1991 in all asset classes and levels of the capital structure.,https://www.crunchbase.com/organization/starwood-capital-group,0
BrightCap Ventures,Early-stage VC investing in companies with defensible technology and significant global exit potential,https://www.crunchbase.com/organization/brightcap-ventures,0
ACE & Company,ACE & Company is a multi-stage private equity and venture capital group.,https://www.crunchbase.com/organization/ace-and-company,0
Yellow Rocks!,Yellow Rocks! is a venture capital firm that offer early stage funding for fintech and educational technology based companies.,https://www.crunchbase.com/organization/yellow-rocks-capital,1
L1D,Institutional Investing in Crypto,https://www.crunchbase.com/organization/l1-digital,1
10D,10D is a venture capital firm that seeks to invest in early-stage Seed and Series A rounds in digital health and fintech startups.,https://www.crunchbase.com/organization/ofek-venture-fund,1
Evolve Ventures,Evolve Ventures is an early stage venture firm whose mission is to reduce inner suffering and to facilitate inner transformation at scale.,https://www.crunchbase.com/organization/evolve-ventures,1
Airborne Ventures,We focus on productivity and financial innovation across all industry verticals. We are an entrepreneur-turned-into-investor fund.,https://www.crunchbase.com/organization/airborne-ventures,0
Cypher Capital,Cypher Capital is a early stage VC and consultant firm,https://www.crunchbase.com/organization/cypher-capital,0
Cornwall & Isles of Scilly Investment Fund,CIOSIF is a key part of the government’s vision aimed at boosting the region’s economy,https://www.crunchbase.com/organization/cornwall-isles-of-scilly-investment-fund,0
Socii Capital,Socii Capital is a venture capital firm that seeks to invest in companies building software-enabled digital infrastructure.,https://www.crunchbase.com/organization/socii-capital,1
Xffirmers,"Xffirmers supports founders across fintech, ecommerce and software.",https://www.crunchbase.com/organization/xffirmers,0
7BC Venture Capital,Venture fund focused on investing in companies that automate and reimagine human workflows while harnessing the power of data.,https://www.crunchbase.com/organization/7bc-vc,0
Massive,Massive is transforming the investor / entrepreneur relationship into a flywheel where builders grow and win together.,https://www.crunchbase.com/organization/massive-5430,1
Healthworx,Healthworx is the investment and innovation arm of CareFirst BlueCross BlueShield that funds healthcare startups,https://www.crunchbase.com/organization/healthworx-abce,0
Ayre Group,Ayre Group is a venture capital & private equity industry.,https://www.crunchbase.com/organization/ayre-group,0
EMURGO,"Emurgo develops, support, and incubate commercial ventures on Cardano.",https://www.crunchbase.com/organization/emurgo,1
Northeast Venture Fund ( NEVF ),"Northeast Venture Fund, is a dedicated venture fund for entrepreneurs, startups and early-stage companies from Northeast India.",https://www.crunchbase.com/organization/northeast-venture-fund-nevf,0
Draper Startup House Ventures,"Draper Startup House Ventures invest directly in early-stage, innovation-based startups in growth industries.",https://www.crunchbase.com/organization/draper-startup-house-ventures,0
Radicle Growth,"Radicle Growth is a San Diego, California based venture capital firm focused sustainable, early-stage ag and food tech startups.",https://www.crunchbase.com/organization/radicle,1
Activat VC,Activat VC is a venture capital firm that focuses its efforts on early-stage IT startups.,https://www.crunchbase.com/organization/activat,0
SuperAngel.Fund,"SuperAngel.Fund is an early stage fund investing in Consumer, PropTech & Future of Work companies.",https://www.crunchbase.com/organization/superangel-fund,1
Winton Ventures,Winton Ventures invests in companies operating in the cybersecurity; energy and environment; and data science-driven healthcare sectors.,https://www.crunchbase.com/organization/winton-ventures,1
Falak Angels,Falak Angels strives to help strategic investors find and invest in investable firms.,https://www.crunchbase.com/organization/falak-angels,0
MGV Capital,Enabling massive growth for early-stage digital ventures across the US and Mexico/LATAM.,https://www.crunchbase.com/organization/mgv-capital-group,0
Zrosk Investment Management,Zrosk Investment Management is a investment firm that invest early in African founders that are solving global problems.,https://www.crunchbase.com/organization/zrosk-investment-management,0
Meltwind Advisory,Meltwind Advisory is an investment firm.,https://www.crunchbase.com/organization/meltwind-advisory,0
SAATCHiNVEST,SAATCHiNVEST is a London-based early-stage venture capital fund that invests in technology companies.,https://www.crunchbase.com/organization/saatchinvest,0
Swordfish Investments,Swordfish Investments is an investment company that engages a range of sectors such as sports and media.,https://www.crunchbase.com/organization/swordfish-investments,0
316VC,316VC is an investment and advisory firm dedicated to seeking out early-stage blockchain startups.,https://www.crunchbase.com/organization/316vc,1
Start Co.,Venture Development Organization Specializing in Equity and Mobility,https://www.crunchbase.com/organization/start-co,0
Staenberg Venture Partners,Staenberg Venture Partners is a Seattle-based venture capital firm focused on the technology industry.,https://www.crunchbase.com/organization/staenberg-venture-partners,0
Windcrest Partners,"Windcrest Partners specializes in principal investments in energy, network games, healthcare administration, and internet technology.",https://www.crunchbase.com/organization/windcrest-partners,1
Gemini Frontier Fund,Gemini Frontier Fund is a strategic venture fund focused on growing the crypto ecosystem through investment in early-stage crypto projects.,https://www.crunchbase.com/organization/gemini-frontier-fund,1
PJ Tech Catalyst,PJ tech catalyst fund is a venture capital fund that invests in seed stage start-up companies in Greece and supports the development of,https://www.crunchbase.com/organization/pj-tech-catalyst,0
Solana,Solana is a blockchain platform designed for decentralized applications and cryptocurrencies.,https://www.crunchbase.com/organization/solana-io,1
Future Positive,Future Positive is a venture capital investment firm.,https://www.crunchbase.com/organization/future-positive,0
CoVenture,"CoVenture provides equity and/or debt financing to tech-enabled companies in areas such as financial services, media, and platform economies",https://www.crunchbase.com/organization/coventure,0
Purple Ventures,European private venture capital fund investing seed money into early-stage fintech startups with a proven business model.,https://www.crunchbase.com/organization/purple-ventures,1
Lead Ventures,"Lead Ventures is a Budapest-based venture capital firm, specialist of financing scale-ups in Central Europe from Seed to Series B stages.",https://www.crunchbase.com/organization/lead-ventures,0
Literacy Capital,"Literacy Capital is a closed-end investment company focused on investing in and supporting small, growing UK businesses.",https://www.crunchbase.com/organization/literacy-capital,0
Adit Ventures,"Adit Ventures is a venture capital investment firm with over 1250 LPs, $400MM in AUM, 3 offices across the US, and 9 exits.",https://www.crunchbase.com/organization/psp-ventures,0
Acrobator Ventures,"Acrobator Ventures invests in pre-seed and seed stage software startups doing infrastructure, market-enabling fintech, compliance, and AI.",https://www.crunchbase.com/organization/acrobator-ventures,1
Future Positive Capital,Future Positive Capital is an investment firm that invests in deep tech companies.,https://www.crunchbase.com/organization/future-positive-capital,1
Starbridge Venture Capital,Providing visionary founders the capital to open new frontiers and transform existing ones,https://www.crunchbase.com/organization/starbridge-venture-capital,0
BCI,BCI is an investment management corporation that invests across a range of asset classes and strategies in both public and private markets.,https://www.crunchbase.com/organization/bc-investment-management-corporation,0
HackCapital,HackCapital is a group of climatetech focused investors looking to back impact driven founders that move the needle towards a better future.,https://www.crunchbase.com/organization/foodhack,1
Foresight Williams,"An Enterprise Investment Scheme (“EIS”) that will invest into early-stage, unquoted companies .",https://www.crunchbase.com/organization/the-foresight-williams-technology-eis-fund,0
Family Angel Management Fund,Family Angel Management Fund is an investment fund.,https://www.crunchbase.com/organization/family-angel-management-fund,0
Creative England,"Creative England is a national agency that invests in and supports creative ideas, talent and businesses in film, TV, games and digital.",https://www.crunchbase.com/organization/creative-england,0
e2vc,"Early-stage VC fund backing today's dreamers, building tomorrow's emerging europe",https://www.crunchbase.com/organization/e2vc,0
The Capital Partnership,The Capital Partnership is a private investment office and asset manager that providescustomized investment solutionsto our clients.,https://www.crunchbase.com/organization/the-capital-partnership,0
Afri Mobility,Afri Mobility is the venture capital arm of AKWA Group.,https://www.crunchbase.com/organization/afri-mobility,0
Lupa Systems,Lupa Systems is a private investment company founded in 2019.,https://www.crunchbase.com/organization/lupa-systems-a816,0
Darling Ventures,First backers of entrepreneurs at the frontier of technology innovation,https://www.crunchbase.com/organization/darling-ventures,0
Volta Energy Technologies,Volta Energy Technologies is a battery and energy storage technology identifier and investor.,https://www.crunchbase.com/organization/volta-energy-technologies,1
Volta Circle,"Volta Circle invests in technology-driven startups across three core verticals covering food systems, circularity and climate.",https://www.crunchbase.com/organization/volta-circle,1
Oryx Fund,Oryx Fund is a MENA-focused fund from Hambro Perks investing in game-changing early-stage technology companies.,https://www.crunchbase.com/organization/oryx-fund,1
Fondo Bolsa Social,Fondo Bolsa Social venture capital fund that invests into startups or new companies that generates positive social and environmental impact.,https://www.crunchbase.com/organization/fondo-bolsa-social,1
Flerie Invest,Flerie Invest is a Europian investment firm that makes investments in the health care sector companies.,https://www.crunchbase.com/organization/flerie-invest,1
RGAx,"RGAx is the innovation accelerator of RGA, one of the worlds largest life reinsurance company.",https://www.crunchbase.com/organization/rgax,0
Aligo Venture Capital,Aligo is a group of professionals with extensive experience in the capital investment sector.,https://www.crunchbase.com/organization/aligo-venture-capital,0
Generation Ventures,"Generation Ventures is the venture arm of Generation Capital, a family office based in Toronto, Canada. ",https://www.crunchbase.com/organization/generation-ventures-9dfb,0
Matias Ventures,"Investing in early stage startups, led by Yossi Matias (VP Search, AI @ Google) and Michael Matias (Stanford CS, 8200).",https://www.crunchbase.com/organization/matias-ventures,0
GD10 Ventures,GD10 Ventures helps develop early-stage Web3 companies through their alliance of financiers and marketers.,https://www.crunchbase.com/organization/gd10-venture,1
Elderstreet Investments,Elderstreet Investments is a U.K.-based venture fund manager that provides development and growth capital funds for early stage companies.,https://www.crunchbase.com/organization/elderstreet-investments,0
Simpleweb,Investor and Product and Software development.,https://www.crunchbase.com/organization/simpleweb,0
Earlsfield Capital,India & South East Asia focused Technology Investment Platform for growth capital,https://www.crunchbase.com/organization/earlsfield-capital,0
FastVentures,venture capital,https://www.crunchbase.com/organization/fastventures,0
HIMAngel,HIMAngel is a venture capital and private equity firm that supports early-stage startups to grow.,https://www.crunchbase.com/organization/himangel,0
Wellborn Ventures,Venture Capital is a venture capital firm in Israel that does seed and early stage venture investments.,https://www.crunchbase.com/organization/wellborn-ventures-2,0
Miroma Ventures,"Miroma Ventures is the investment arm of The Miroma Group, predominantly investing in growth stage consumer brands and media platforms.",https://www.crunchbase.com/organization/miroma-ventures,1
KM Capital,We specialise in investing in early stage disruptive businesses,https://www.crunchbase.com/organization/km-capital-9d55,0
Haitao Capital,Haitao Capital is a first China-macro driven early stage venture fund.,https://www.crunchbase.com/organization/haitao-capital,0
8-Bit Capital,8-Bit Capital invests in startups that connect people and businesses in new ways.,https://www.crunchbase.com/organization/8-bit-capital,0
Northern Gritstone,"Northern Gritstone is an investment firm focused on investing in advanced materials, energy, health technology and cognitive computation.",https://www.crunchbase.com/organization/northern-gritstone,1
NEXT VENTŪRES,"NEXT VENTŪRES is a venture capital firm that invests in the sports, fitness, health, and wellness markets.",https://www.crunchbase.com/organization/next-ventūres,1
Starship Ventures,Starship Ventures invests in Deep Tech companies solving humanity’s grand challenges of the 21st century.,https://www.crunchbase.com/organization/starship-ventures,0
DSW Ventures,"UK regional focused early-stage VC, backed by institutional and individual investors. Invests in EIS funding rounds of up to £2m.",https://www.crunchbase.com/organization/dow-schofield-watts-angels,0
Sunfish Partners,Early stage VC investing in deep tech startups from Central and Eastern Europe (CEE),https://www.crunchbase.com/organization/sunfish-partners,0
