Organization Name,Description,Organization Name URL,B2B Binary
Poncho,Poncho allow to offer a weather guarantee to customers so they can book with peace of mind.,https://www.crunchbase.com/organization/poncho-6f0f,
Ajuna Network,Ajuna Network is a decentralized ecosystem for gamers and creators.,https://www.crunchbase.com/organization/ajuna-network,
Rainfall,Rainfall is a privacy-preserving intelligence platform that uses Edge-AI and Web3 technology to unlock the economic value from your data.,https://www.crunchbase.com/organization/rainfall-80dd,
Qiibee,Qiibee is a blockchain-based B2B rewards marketplace that offers crypto and loyalty platforms for businesses and consumers.,https://www.crunchbase.com/organization/qiibee,
Carbon X Tons,"Carbon X Tons is a Climate Fintech solution for offsetting, investment, and trading.",https://www.crunchbase.com/organization/carbon-x-tons,
DoinGud,DoinGud operates an online marketplace for companies that use non-fungible tokens.,https://www.crunchbase.com/organization/doingud,
qCella,qCella Impregnate natural fibers with copper and utilize them to create heating mats that outperform commercially available heating wires.,https://www.crunchbase.com/organization/qcella,
Ethereum Foundation,Ethereum is a platform and a programming language that helps developers to build and publish next-generation distributed applications.,https://www.crunchbase.com/organization/ethereum,
SIBEX,"SIBEX is a software company that provides access to a decentralized, non-custodial, peer-to-peer OTC dark pool for digital assets.",https://www.crunchbase.com/organization/sibex,
Integritee,Integritee is a scalable public blockchain solution for securely processing sensitive business or personal data.,https://www.crunchbase.com/organization/integritee,
Ryodan Systems,"Ryodan develops zkRollup to construct an infrastructure on Ethereum encryption technology, achieving no gas costs and data sovereignty.",https://www.crunchbase.com/organization/ryodan-systems,
Polkadot,Polkadot is a heterogeneous multi‑chain technology that allows independent blockchains to exchange information.,https://www.crunchbase.com/organization/polkadot,
Insurteam,Insurteam is a B2B travel insurance technology company that provides claim management solutions with AI-powered technology.,https://www.crunchbase.com/organization/insurteam,
Mysthera Therapeutics,Mysthera Therapeutics is a pharmaceutical company.,https://www.crunchbase.com/organization/mysthera-therapeutics,
Pier Wallet,"Pier is a non-custodial, wallet platform that uses smart contracts to finally deliver a truly simple user experience in Web3.",https://www.crunchbase.com/organization/nobank-labs,
askEarth,askEarth is a geospatial intelligence platform that offers users real-time and accurate geospatial data to predict the future of Earth.,https://www.crunchbase.com/organization/askearth,
Genius Yield,Genius Yield offers an automated yields optimizer for the decentralized financial industry.,https://www.crunchbase.com/organization/genius-yield,
Shootify,Shootify has created patented generative AI technology specifically for the fashion industry.,https://www.crunchbase.com/organization/shootify-d4c0,
Hoshii,"Hoshii is the world’s first AI Workspace Platform (AWP) for the wholesale industry, aiming to change the whole ERP infrastructure landscape.",https://www.crunchbase.com/organization/hoshii-1,
Prismatic,Prismatic builds treasury management solutions and tooling for crypto organizations.,https://www.crunchbase.com/organization/prismatic-b1ee,
Alien Worlds,Alien Worlds is a NFT metaverse online gaming platform.,https://www.crunchbase.com/organization/alien-worlds-0e13,
Eldy,"Eldy Provides a compassionate presence, practical assistance, and social stimulation to the aged.",https://www.crunchbase.com/organization/eldy,
STYLE Protocol,STYLE Protocol provides gamers to transcend identities within the multiverse.,https://www.crunchbase.com/organization/style-protocol,
Unbound Nation,"Unbound Nation is a decentralized platform and community that connects users, game producers, and NFT investors.",https://www.crunchbase.com/organization/unbound-nation,
The Nemesis,"The Nemesis is the P2E playground blending VR, AR, AI, and blockchain for a user-friendly experience. Already on iOS, Android, and WebGL.",https://www.crunchbase.com/organization/the-nemesis,
Intraverse,"Intraverse is an Engagement Layer that brings engagement through gaming experience and quest system to NFT projects, metaverses and chains.",https://www.crunchbase.com/organization/intraverse,
lipa,bitcoin lightning payments,https://www.crunchbase.com/organization/lipa-a043,
Sogur,Sogur is a unique digital currency designed to address real concerns of public policy.,https://www.crunchbase.com/organization/saga-foundation,
DECENT,DECENT is focused on using the power of blockchain to take on some of the biggest issues of our digital age. ,https://www.crunchbase.com/organization/decent,
Nomiks,"Nomiks is an analysis for web3 economies, allowing users to design, monitor, and forecast token outcomes battle-tested simulations.",https://www.crunchbase.com/organization/nomiks,
Veax,Veax is a provider of a traditional finance-empowered decentralized exchange.,https://www.crunchbase.com/organization/veax,
DeepSquare,"The Tokenised Cloud - Sustainable, Decentralised",https://www.crunchbase.com/organization/deepsquare,
Skyline Digital AG,Non-Custodial Crypto Neobank,https://www.crunchbase.com/organization/skyline-digital-ag,
Casper Labs,Casper Labs delivers applications and services that drive revenue and radical efficiency for companies and governments.,https://www.crunchbase.com/organization/casperlabs,
ARXUM,ARXUM provides innovative solutions within the manufacturing industry.,https://www.crunchbase.com/organization/arxum,
AdHash,"AdHash cuts out the middlemen to bring efficiency, trust, and privacy. We make transparency the default state of digital advertising.",https://www.crunchbase.com/organization/adhash,
SEDA,"SEDA is a multichain, permissionless protocol connecting real world data to any network on-chain",https://www.crunchbase.com/organization/flux-ad5b,
Cerchia,Cerchia is a fintech company enabling direct transfer of event risk between protection buyers and protection sellers.,https://www.crunchbase.com/organization/cerchia,
InvArch,"The world's first truly composable IP ownership, utility & cross-chain authentication protocol",https://www.crunchbase.com/organization/invarch,
Firefly Fusion,"FireFly Fusion is pioneering the development of standard tokamaks, which open the path for fusion energy.",https://www.crunchbase.com/organization/firefly-fusion,
Artem Technologie AG,We build the infrastructure for global carbon pricing by collecting real emission data and verifying them worldwide.,https://www.crunchbase.com/organization/artem-3a9a,
Ondefy,Ondefy is an on-chain DeFi platform.,https://www.crunchbase.com/organization/ondefy,
MicThera,MicThera is a biotech company that develops microbial derived therapeutics to provide effective treatments for prostate cancer patients.,https://www.crunchbase.com/organization/micthera,
Concordex,"Concordex is a non-custodial, decentralized exchange platform.",https://www.crunchbase.com/organization/concordex,
Efides.io,Efides.io offers a commercial application that automates due diligence and helps commodity trading organizations fund food trades.,https://www.crunchbase.com/organization/efides-io,
intonate,intonate integrates artificial intelligence into the medical treatment process and reduces administrative effort.,https://www.crunchbase.com/organization/intonate,
GOGO Protocol,GOGO Protocol is a open source DeFi protocol for asset management and savings.,https://www.crunchbase.com/organization/gogo-protocol,
Housecat,"Housecat is democratizing crypto investment strategies for users, empowering individuals to become asset managers.",https://www.crunchbase.com/organization/housecat,
Heymate,Heymate aims at bringing gig-economy micro-entrepreneurs the flexibility they want while securing their revenue.,https://www.crunchbase.com/organization/heymate,
Staxe,Staxe enables music and creative productions' economies on web3. A Launchpool Web3 Techstars Accelerator portfolio company.,https://www.crunchbase.com/organization/staxe,
Wakweli,Wakweli who make a positive impact on the whole tokenized asset ecosystem.,https://www.crunchbase.com/organization/wakweli,
Pyth Network,Pyth delivers real-time market data from institutions to smart contracts on any blockchain.,https://www.crunchbase.com/organization/pyth-network,
BitBox,"BitBox is a hardware wallet that helps individuals store, protect, and transact Bitcoin and other cryptocurrencies without hassle.",https://www.crunchbase.com/organization/shift-cryptosecurity,
Visor Finance,The DeFi protocol for active liquidity management. Building on Uniswap v3.,https://www.crunchbase.com/organization/visor-finance,
Cosmos Network,An ambitious project with the final goal of becoming the first decentralized exchange .,https://www.crunchbase.com/organization/cosmos-network,
Newbridge,"Newbridge's empowers financial institutions to optimize crypto asset management, providing asset managers with tools and insights.",https://www.crunchbase.com/organization/newbridge-8965,
Melonport,Melonport builds multi-chain capable software for asset management.,https://www.crunchbase.com/organization/melonport,
Zurichberg,"Alternative Assets, Investing",https://www.crunchbase.com/organization/zurichberg,
Liquity,"Interest free borrowing, built on Ethereum.",https://www.crunchbase.com/organization/liquity-1d3e,
K2 Photonics,K2 Photonics manufactures next-gen lasers known as dual comb laser.,https://www.crunchbase.com/organization/k2-photonics,
trueLedger,TrueLedger’s vision is to connect buyers and vendors via smart contracting.,https://www.crunchbase.com/organization/trueledger,
Re CAE,Pioneering sovereign space operation system for the future of space exploration,https://www.crunchbase.com/organization/re-cae,
Covee Network,Covee Network is a network for decentralized data science collaboration.,https://www.crunchbase.com/organization/covee-network-ag,
Hypery AG,"A new way to consume and collect music, creating high engaged communities where artists can boost their incomes with small fan-base.",https://www.crunchbase.com/organization/hypery-ag,
DryLabz,"DryLabz uses lab tests and data science with AI to provide personalized, affordable diagnostics.",https://www.crunchbase.com/organization/drylabz,
Ethereum customer support,Ethereum is a platform and a programming language that makes it possible for any developer to build and publish next-generation.,https://www.crunchbase.com/organization/ethereum-8a03,
Orvium,Orvium is a web platform that accelerates science by improving the scientific validation process and reducing publication time.,https://www.crunchbase.com/organization/orvium,
Kadoa,Automate data workflows with AI,https://www.crunchbase.com/organization/kadoa,
Partisia Blockchain,"A WEB 3.0 public blockchain built for trust, transparency, privacy and speed of light finalization.",https://www.crunchbase.com/organization/partisia-blockchain,
Fume,On-Chain Fund Administration,https://www.crunchbase.com/organization/fume,
Toucan,Toucan builds technology to unlock climate action at scale.,https://www.crunchbase.com/organization/toucan-protocol,
aeon.life,Preventive healthcare platform that equips people with personalized insights and expert guidance for proactive whole-body health,https://www.crunchbase.com/organization/aeon-life-732f,
Alephium,Alephium is an L1 blockchain platform that supports Bitcoin's PoW and UTXO.,https://www.crunchbase.com/organization/alephium,
BreezeLabs,BreezeLabs is an innovative method to monitor athletic performance.,https://www.crunchbase.com/organization/breezelabs,
Intmax,"Intmax uses stateless Layer 2 zkRollup to provide cost-effective, private, and interoperable solutions to blockchain applications.",https://www.crunchbase.com/organization/intmax-d5fb,
Blooper,AI platform for video production,https://www.crunchbase.com/organization/blooper,
YAPEAL,YAPEAL is developing a blockchain-inspired digital-to-the-core and cloud-native banking platform for the Swiss Retail banking market.,https://www.crunchbase.com/organization/yapeal,
NMKR,"NMKR is an NFT infrastructure tool that offers a platform for brands and companies to create, mint, and trade non-fungible tokens.",https://www.crunchbase.com/organization/nmkr,
uConektPay,uConektPay is a multi payment provider for empowering digitization efficiencies to process safe and secure payments.,https://www.crunchbase.com/organization/uconektpay,
Newcoin Protocol,A decentralised social graph for the creative economy.,https://www.crunchbase.com/organization/newcoin-protocol,
Aequitex. AG,SME liquidity/financing platform,https://www.crunchbase.com/organization/hiveterminal,
B-CHAR,Scaling carbon removal by making biochar accessible in the tropics.,https://www.crunchbase.com/organization/b-char,
DeXe Protocol,DeXe Network offers decentralized financial services focusing on social trading and asset management.,https://www.crunchbase.com/organization/dexe-protocol,
a-metal,a-metal is a Swiss start-up that focuses on the design and production of metal 3D printers for SMEs.,https://www.crunchbase.com/organization/a-metal,
Riterz,Riterz is a media management company that connects rights holders and brand partners for the commercialization of social network channels.,https://www.crunchbase.com/organization/riterz,
Token Recovery,Token Recovery offers an end-to-end solution assisting in the attempt to recover your lost and stolen tokens.,https://www.crunchbase.com/organization/token-recovery,
Ystorian,Ystorian is a real-time security inventory platform.,https://www.crunchbase.com/organization/ystorian,
Occam.fi,Occam.fi is a suite of DeFi solutions tailored for Cardano.,https://www.crunchbase.com/organization/occam-fi,
ICON,ICON is creating a blockchain ecosystem that has already begun to hyperconnect the world.,https://www.crunchbase.com/organization/icon-19ec,
Kattana,Kattana develops a cross-chain trading terminal for DEXs and CEXs.,https://www.crunchbase.com/organization/kattana,
Real Fake Photos,Turn selfies into professional headshots,https://www.crunchbase.com/organization/profaile,
KyotoProtocol.io,"KyotoProtocol.io is a cecentralized, carbon-negative ecosystem pioneers blockchain-based voluntary carbon market.",https://www.crunchbase.com/organization/kyotoprotocol-io,
Ardor Blockchain Platform,Ardor is the Scalable Blockchain-as-a-Service Platform for Business developed by Jelurida. ,https://www.crunchbase.com/organization/ardor-blockchain-platform,
Identic AI,Identic AI is an ICT startup providing AI solutions for generating 3D and AR content from product images.,https://www.crunchbase.com/organization/identic-ai,
StakeHound,StakeHound creates liquid staking tokens that represent staked Proof-of-Stake cryptocurrencies.,https://www.crunchbase.com/organization/stakehound,
Peach Bitcoin,"Mobile application that allows users to buy and sell Bitcoin peer-to-peer, without the need for a centralized exchange",https://www.crunchbase.com/organization/peach-bitcoin,
Homie,"Homie is a software company that offers digital platforms to facilitate rental deposits for tenants, landlords, and estate management firms.",https://www.crunchbase.com/organization/homie-2750,
WolfPak,"WolfPak is an AI based e-learning platform that offers training, guidance, and assessments for corporate professionals.",https://www.crunchbase.com/organization/wolfpak-b581,
flov Technologies,flov Technologies is a digital peer to peer marketplace that utilizes distributed ledger technology as a settlement infrastructure.,https://www.crunchbase.com/organization/flov-technologies-ag,
Provuu,Provuu is a manufacturing company that designs and retails outdoor wearable VR goggles and sporting goods.,https://www.crunchbase.com/organization/provuu,
PrivacyBee,PrivacyBee is an online platform that offers access to automated privacy policy drafting and updates for company websites.,https://www.crunchbase.com/organization/privacybee,
ixo Foundation,ixo Foundation is blockchain technology company.,https://www.crunchbase.com/organization/ixo-foundation,
Base58,Base58 is a technology-driven investment firm specialized in cryptoassets.,https://www.crunchbase.com/organization/base58-capital,
Cleverdist,"Cleverdist is a provider of software solutions, IoT platforms, and multi-enterprise applications.",https://www.crunchbase.com/organization/cleverdist,
ESG Explorer,ESG Explorer is an AI based sustainability management firm that offers data optimization and modeling solutions to reduce carbon footprint.,https://www.crunchbase.com/organization/esg-explorer,
Ebakus,Ebakus is a blockchain that enables decentralized applications to reach mass adoption.,https://www.crunchbase.com/organization/ebakus,
HireVibes,HireVibes is a Web3 jobs and talent aggregator economy.,https://www.crunchbase.com/organization/hirevibes,
Flux,"Flux is a scalable open market protocol enabling markets on any asset, commodity, or event.",https://www.crunchbase.com/organization/flux-bbca,
FlexAgility,FlexAgility is a recruitment company that connects legal and compliance professionals with local law firms.,https://www.crunchbase.com/organization/flexagility,
Diem,"Diem is an independent, not-for-profit membership organization that helps people in the creation of a simple global currency.",https://www.crunchbase.com/organization/libra-association,
Covario,Prime Brokerage for Digital Asset Managers,https://www.crunchbase.com/organization/covario-d83d,
nexos.ai,"nexos.ai offers an agentic AI orchestration platform that helps simplify operations, boost productivity, and accelerate business growth.",https://www.crunchbase.com/organization/nexos-ai,
DappRadar,DappRadardevelops online NFT platform for analyzing blockchain-based decentralized applications.,https://www.crunchbase.com/organization/dappradar,
CyberUpgrade,"CyberUpgrade is a cyber security platform that help clients protect their data, assets, and reputation.",https://www.crunchbase.com/organization/cyberupgrade,
eany.io,One-stop shop for all B2B needs – from electronics to household and DIY products,https://www.crunchbase.com/organization/eany-io,
WhiteBIT,The largest European cryptocurrency exchange,https://www.crunchbase.com/organization/whitebit,
WhiteBridge.ai,WhiteBridge.ai is The Ultimate People Research Tool - Check Your Online Reputation Using AI.,https://www.crunchbase.com/organization/whitebridge-ai,
MEV Capital,MEV Capital is a digital asset management and Web3 market intelligence company focused on Decentralized Finance (DeFi).,https://www.crunchbase.com/organization/mev-capital,
WePower,WePower is a green energy trading platform that enables finance green energy projects to invest into and trade green energy.,https://www.crunchbase.com/organization/wepower-network,
Unblock,Unblock offers a crypto service platform for business solutions.,https://www.crunchbase.com/organization/unblock-caef,
Veli,Veli is a fintech firm that provides platform for crypto investing.,https://www.crunchbase.com/organization/veli,
Zeitgeist PM,Zeitgeist PM is a blockchain tech to facilitate prediction markets and the futarchy form of governance.,https://www.crunchbase.com/organization/zeitgeist-pm,
Monerchy,"Monerchy helps your business to receive payments, study their clients and sell their goods.",https://www.crunchbase.com/organization/monerchy,
Commody,"Commody is an online platform that lets car enthusiasts co-own shares in collectible cars, making it easier to invest in dream vehicles.",https://www.crunchbase.com/organization/commody,
Airvolve,Airvolve is an aerospace startup that manufactures aviation and aerospace components.,https://www.crunchbase.com/organization/airvolve,
Biohifas,"Biotech, Foodtech, Deeptech, Alternative proteins, Mycoprotein, Mycelium, Solid state fermentation, Industrial side streams, Circularity",https://www.crunchbase.com/organization/biohifas,
Ferriswheel,Ferriswheel is a trading platform that offers to buy or trade any of the listed crypto currencies with Pounds or Euros.,https://www.crunchbase.com/organization/coinburp,
Tingit,Tingit is a zero-effort repairs marketplace for busy people & brands.,https://www.crunchbase.com/organization/tiings,
Cust,Cust is an autonomous customer success platform that makes high-touch experience possible for smaller customers.,https://www.crunchbase.com/organization/asktosell,
H-Finance,H-Finance offers infrastructure and compliance that enables other financial institutions and fintechs to work with digital assets.,https://www.crunchbase.com/organization/hodl-finance,
Spellfire,Spellfire is a legendary card-based NFT game powered by Ethereum.,https://www.crunchbase.com/organization/spellfire,
CBRX,CBRX is a cybersecurity company that offers advanced technologies designed to make digital security effortless and effective.,https://www.crunchbase.com/organization/cbrx,
DBX Digital Ecosystem,"Ecosystem based on DBX Smart Network for businesses, investors & consumers.",https://www.crunchbase.com/organization/dbx-digital-ecosystem,
Amia Health,"Making childcare predictive, preventative & personalised through our Virtual Paediatric Care.",https://www.crunchbase.com/organization/amia-health,
Micapass,Micapass offers a robust AML compliance solution created exclusively for DeFi protocols.,https://www.crunchbase.com/organization/micapass,
Bang,"Blockchain, Web3, Crypto",https://www.crunchbase.com/organization/bang-c1c0,
BitDegree,BitDegree is the Leading Web3 Education Hub,https://www.crunchbase.com/organization/bitdegree,
Codum,Codum is an online platform that specializes in discoverable private and open-source code where users can host and review code.,https://www.crunchbase.com/organization/codum-1726,
Bear Room,"Bear Room is a mobile app designed for instant stress relief, featuring a range of unconventional yet scientifically-backed exercises",https://www.crunchbase.com/organization/bear-room,
Fetch.AI,"Fetch.AI develops a decentralized network for digital representatives to find, communicate, and trade with each other.",https://www.crunchbase.com/organization/fetch-ai,
Argent,Argent provides a smart wallet for cryptocurrencies and blockchain applications.,https://www.crunchbase.com/organization/argent,
Aave,Aave is an open source non-custodial protocol on Ethereum for decentralized lending and borrowing.,https://www.crunchbase.com/organization/ethlend,
Aztec,Aztec develops an ethereum trading protocol that enables private transactions across the public blockchain.,https://www.crunchbase.com/organization/aztec-protocol,
Arweave,"Arweave is an information technology company that specializes in data storage, blockchain, and serverless web.",https://www.crunchbase.com/organization/arweave,
Circulor,Circulor is a blockchain sustainability company that offers traceability-as-a-service and supply chain solutions for manufacturers.,https://www.crunchbase.com/organization/circulor,
Globacap,"We enable freedom through automation. We’re driving the evolution of capital markets by making processes frictionless, on a global scale.",https://www.crunchbase.com/organization/globacap,
Nexus Mutual,Nexus Mutual uses the power of blockchain technology and Ethereum to allow people from all over the world. ,https://www.crunchbase.com/organization/nexus-mutual,
Pixion Games,Pixion Games is a studio focused on building competitive esports games for mobile device.,https://www.crunchbase.com/organization/pixion-games,
Argo Blockchain,"Argo is a blockchain technology company that offers cryptocurrency mining, smart contract fulfillment, and ease of transactions.",https://www.crunchbase.com/organization/argo-blockchain-plc,
BCB Group,A leading provider of business accounts and trading services for the digital asset economy,https://www.crunchbase.com/organization/bcb-group,
Coinweb,"Coinweb is a layer-2 cross-chain computation platform, integrated on top of multiple underlying blockchains, solving the blockchain trilemma",https://www.crunchbase.com/organization/coinweb,
Knabu Distributed Systems,We are developing a Token Driven Development DApp to enable credible token projects,https://www.crunchbase.com/organization/knabu-ltd,
Eversend,"Eversend is a payments platform that offers virtual cards, crypto, and bill payments services.",https://www.crunchbase.com/organization/eversend,
Phi Labs,Phi Labs is a software development company building tools for developers.,https://www.crunchbase.com/organization/phi-labs,
Trustology,Trustology is building a custody platform to safeguard your crypto assets.,https://www.crunchbase.com/organization/trustology,
Codex Protocol,Codex Protocol is an industry backed decentralized title registry for Art & Collectibles. ,https://www.crunchbase.com/organization/codex-protocol,
Seso Global,Seso Global is a platform for secure real estate management and transactions in Africa.,https://www.crunchbase.com/organization/seso-global,
Mattereum,"Just One World, the future of world trade for everyone, everything, everywhere - tokenized real world assets protected by international law.",https://www.crunchbase.com/organization/mattereum,
Zumo,Enterprise-ready digital asset infrastructure.,https://www.crunchbase.com/organization/zumo,
Capexmove,Capexmove is a platform to draft and digitise debt financing documents.,https://www.crunchbase.com/organization/capexmove,
ANNA,ANNA is a Business Banking and Admin service.,https://www.crunchbase.com/organization/anna-absolutely-no-nonsense-admin,
Prime Factor Capital,Prime Factor Capital is a crypto asset manager.,https://www.crunchbase.com/organization/prime-factor-capital,
Cudo Ventures,Cudo Ventures is a provider of sustainable cloud computing and Tech4Good monetisation software live in over 145 countries.,https://www.crunchbase.com/organization/cudo-ventures,
CyStellar,CyStellar is a geospatial intelligence company on a mission to deliver real-time insights for the insurance sector.,https://www.crunchbase.com/organization/cystellar,
iXledger,iXledger is a groundbreaking platform for insurance utilising blockchain technology.,https://www.crunchbase.com/organization/ixledger,
PropCoin,A truly asset-backed cryptocurrency business,https://www.crunchbase.com/organization/propcoin,
Gimmer,Gimmer offers automated cryptocurrency trading that is quick and easy to use.,https://www.crunchbase.com/organization/gimmer,
Radix,Radix is a stack of decentralized networks that builds without the constant threat of exploits and hacks.,https://www.crunchbase.com/organization/radix-91c2,
Coinfirm,Coinfirm is a blockchain analytics and investigations solutions.,https://www.crunchbase.com/organization/coinfirm,
Applied Blockchain,Applied Blockchain builds private and secure business applications,https://www.crunchbase.com/organization/applied-blockchain,
Zamna,Award-winning blockchain-powered data verification platform improving airport security while delivering a seamless passenger experience,https://www.crunchbase.com/organization/vchain-technology,
DOVU,"DOVU is a global rewards platform for smart travel, powered by cryptocurrency.",https://www.crunchbase.com/organization/dovu,
Incuto,"Incuto is a banking technology platform, transforming Credit Unions into community-focused challenger banks.",https://www.crunchbase.com/organization/incuto,
Oasis.app,"Oasis.app is the platform allowing decentralized finance (Defi) users to borrow, multiply their exposure to cryptocurrency.",https://www.crunchbase.com/organization/oasis-app,
Finlight.com,Helping family offices and institutional investors enhance net returns by unlocking productivity,https://www.crunchbase.com/organization/www-stripyourbanker-com,
Tiny Rebel Games,"Creating an open standard for crosschain, interoperable pets in the metaverse. Built around AI, XR and NFT technologies",https://www.crunchbase.com/organization/tiny-rebel-games,
Photocert,Validates the authenticity of photos & videos and performs image analysis to automate processes with a focus in the insurance sector.,https://www.crunchbase.com/organization/photocert,
MortgageGym,MortgageGym is the new digital mortgage marketplace.,https://www.crunchbase.com/organization/mortgagegym,
Cygnetise,Authorised Signatory Management on the Blockchain,https://www.crunchbase.com/organization/cygnetise,
Alice SI,Alice SI is using the approach to provide donors,https://www.crunchbase.com/organization/alice-si,
PLaq Technology,Plaq Technology provides a global marketing PAAS ( Platform as a service ) which will disrupt the global $500B marketing industry,https://www.crunchbase.com/organization/plaq-technology,
Virtua,Virtua is a gamified metaverse of digital collectibles.,https://www.crunchbase.com/organization/virtua-cdd1,
Copper,Copper is a cryptocurrency custody firm that provides a secure infrastructure for the institutional digital asset investment community.,https://www.crunchbase.com/organization/copper-05c5,
Mercuryo,Mercuryo is an international fintech company focused on providing cryptocurrency payment solutions.,https://www.crunchbase.com/organization/mercuryo,
Archax,"Archax is a global, regulated, digital asset exchange, brokerage and custodian based in London.",https://www.crunchbase.com/organization/archax,
CoinCover,CoinCover is a cryptocurrency insurance-backed technology that helps protect digital assets from hacks and human error.,https://www.crunchbase.com/organization/digital-asset-services,
Coinrule,"Catch the Next Market Opportunity by Automating Crypto, DeFi, ETF, and Stocks",https://www.crunchbase.com/organization/coinrule,
Ziglu,Ziglu provides a digital platform that enables customers to exchange fiat currency for cryptocurrency.,https://www.crunchbase.com/organization/ziglu,
Pure Electric,"Pure Electric develops category defining and award winning e-scooters from its in-house engineering team. Based in Bristol, UK",https://www.crunchbase.com/organization/pure-electric-16cd,
GlobeDX,"GlobeDX is a startup, which has dubbed itself the “Coinbase for derivatives"".",https://www.crunchbase.com/organization/globe-dx,
Telos,Telos provides the third-generation blockchain platform.,https://www.crunchbase.com/organization/telos-2a82,
Skew,Skew is a platform that builds cutting-edge financial infrastructure for the digital assets space.,https://www.crunchbase.com/organization/skew,
Finteum,Finteum is creating a global financial market for bank treasurers to lend to each other for hours at a time.,https://www.crunchbase.com/organization/finteum,
CurveBlock,"CurveBlock, pioneering “The Shared Economy”, think, CoinBase for the construction sector, regulated for every day people.",https://www.crunchbase.com/organization/curveblock,
FanHub,The app that rewards fans for their loyalty,https://www.crunchbase.com/organization/fanhub-b2f9,
Upside Technologies,"Upside's mission is to give everyone a path to financial freedom, through empowerment, transparency and control.",https://www.crunchbase.com/organization/upsidetechnology,
Qredo,Qredo is a platform that provides secure and fast movement of digital assets.,https://www.crunchbase.com/organization/qredo,
Crucible,"Crucible is a game engine and web framework that provides easy, familiar access to web3's digital trust layer.",https://www.crunchbase.com/organization/crucible,
Uhive,"Uhive is a social network that lets users socialize, interact, and find people across the world while earning its own digital currency.",https://www.crunchbase.com/organization/uhive-social-network,
Edge,"The fastest, smartest, easiest influencer management platform.",https://www.crunchbase.com/organization/edge-esports,
Senit,The best USDC wallet on the planet,https://www.crunchbase.com/organization/senit,
Niftyz,The first no-code minting platform for the early stage business ecosystem! Monetise growth and achievements by turning them into NFTs!,https://www.crunchbase.com/organization/digital-oracles,
BTP,BTP is a digital provenance company with a mission to make assets trustworthy,https://www.crunchbase.com/organization/btpworks,
Blocksmith,Blocksmith is a blockchain development agency that leverages experience in building products by Whitesmith and supported by KR1.,https://www.crunchbase.com/organization/blocksmith,
Altify UK Limited,Altify is an investing app that enables everyday people to easily grow their wealth outside of the stock market via alternative investments.,https://www.crunchbase.com/organization/altify-uk-limited,
Primeflow,"Primeflow helps companies partner up with high-profile ambassadors and their audiences, for the purpose of sourcing talent and business.",https://www.crunchbase.com/organization/primeflow,
Kite Financial,"Building lightweight financial services with crypto for everyone accessible on the web, smartphone, and mobile phones.",https://www.crunchbase.com/organization/kite-financial,
MonoChain,MonoChain is a Blockchain platform empowering Brands & Retailers to adopt a sustainable Circular Economy  -driven  practice.,https://www.crunchbase.com/organization/monochain,
Horao Group,"Horao Group is a membership, ticketing, and streaming company that delivers services to sports federations, music festivals, and tours.",https://www.crunchbase.com/organization/horao-group,
TrustlessBank,TrustlessBank is a blockchain development company.,https://www.crunchbase.com/organization/trustlessbank,
Deep Knowledge Analytics,"Deep Knowledge Analytics provides comprehensive market intelligence for DeepTech, as well as industry analysis.",https://www.crunchbase.com/organization/deep-knowledge-analytics,
Emperia,Powering the creation and management of immersive virtual experiences for retailers,https://www.crunchbase.com/organization/emperia,
Parfin,Parfin is a financial technology company building enterprise-grade software products to allow FIs to adopt blockchain rails.,https://www.crunchbase.com/organization/parfin,
Nayms,"On chain marketplace for the raising and trading of capital, the writing of risk, and the payment rails for premium and claim transactions.",https://www.crunchbase.com/organization/nayms,
IMMIX,IMMIX engages in scaling web3 trading through next-generation technologies.,https://www.crunchbase.com/organization/immix-6a6e,
Encode Club,Encode Club is a blockchain education platform that aims to educate the future generation of blockchain professionals.,https://www.crunchbase.com/organization/encode-club,
eGreen,eGreen is a technology company that seeks to accelerate environmental impact through high quality carbon removals.,https://www.crunchbase.com/organization/egreen-335d,
Armalytix,"Armalytix is the Source of Funds and AML expert, providing fast, effective and market-leading checks across all industries",https://www.crunchbase.com/organization/armadillo-financial-technologies,
Sablier,"Infrastructure for token distribution in web3. DAOs and businesses use Sablier for vesting, payroll, airdrops, and more.",https://www.crunchbase.com/organization/sablier-7297,
Interlay,"Interlay enables you to invest, earn and pay with BTC on any blockchain via a decentralized open-source protocol.",https://www.crunchbase.com/organization/interlay,
Umazi,Umazi offers a tool that automates and accelerates corporate identity verification.,https://www.crunchbase.com/organization/umazi,
FAC (Fund Admin Chain),FAC is a digital funds network for launching and trading investment funds.,https://www.crunchbase.com/organization/fac-fund-admin-chain,
VALK,VALK buids decentralized infrastructure for capital markets & bridges the gap between DeFi and traditional finance.,https://www.crunchbase.com/organization/valk,
GeoDB,GeoDB is building the first decentralized location data digital marketplace.,https://www.crunchbase.com/organization/geodb,
Paychant,Africa's localized fiat on and off-ramp payment infrastructure for Stablecoins.,https://www.crunchbase.com/organization/paychant-ltd,
Moja,Moja is a cryptocurrency and fiat financial solution for cross-border saving among family and friends.,https://www.crunchbase.com/organization/moja-ebbf,
Canaree,Canaree is a financial planning software for startups helping them to manage their cash flow and gain advice as they create a model.,https://www.crunchbase.com/organization/canaree,
Obey,An investment bank for Hip Hop fans investing in music futures,https://www.crunchbase.com/organization/obey,
